INDEX,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
3800.0,train,test,train,train,train
3801.0,test,train,train,train,train
3802.0,test,train,train,train,validation
3804.0,test,train,train,train,train
3807.0,test,train,train,train,train
3808.0,test,train,train,train,train
3811.0,test,train,train,train,train
3816.0,test,train,train,train,train
3817.0,train,train,train,train,train
3818.0,train,train,train,train,train
3819.0,train,train,train,train,train
3820.0,train,train,train,train,validation
3821.0,train,train,train,train,train
3822.0,train,train,train,validation,train
3823.0,train,train,train,train,train
3824.0,train,train,train,train,validation
3825.0,train,train,train,train,train
3826.0,train,train,validation,train,validation
3828.0,validation,train,test,train,train
3830.0,train,train,test,train,train
3831.0,train,train,test,train,train
3832.0,train,train,test,validation,train
3833.0,train,validation,test,validation,train
3834.0,train,train,test,train,train
3835.0,train,train,test,validation,validation
3838.0,train,train,test,train,train
3839.0,train,train,test,train,train
3841.0,train,train,test,train,train
3842.0,train,train,train,train,train
3843.0,train,train,train,train,train
3844.0,train,validation,train,train,train
3845.0,train,train,train,train,train
3846.0,train,train,train,train,train
3847.0,train,validation,train,train,train
3848.0,train,train,train,train,train
3849.0,train,train,train,validation,train
3850.0,train,train,train,train,train
3851.0,train,train,train,train,train
3852.0,train,train,train,train,train
3853.0,train,train,train,train,test
3854.0,train,train,train,train,test
3855.0,train,train,validation,train,test
3856.0,train,validation,train,train,test
3857.0,train,train,train,train,test
3858.0,train,train,train,train,test
3859.0,train,train,train,train,test
3860.0,validation,validation,train,validation,test
3861.0,train,train,train,validation,test
3862.0,train,validation,train,train,test
3863.0,train,train,validation,train,test
3864.0,train,train,validation,train,test
3865.0,train,train,train,train,test
3866.0,train,train,validation,train,test
3867.0,train,train,train,train,test
3868.0,validation,train,train,train,test
3869.0,train,validation,train,train,test
3870.0,train,train,train,test,train
3871.0,validation,train,train,test,train
3872.0,train,train,train,test,train
3873.0,train,train,train,test,train
3874.0,train,train,train,test,train
3875.0,train,train,train,test,train
3876.0,train,train,train,test,train
3878.0,train,train,validation,test,train
3879.0,train,train,train,test,validation
3880.0,train,train,train,test,train
3881.0,validation,train,train,test,train
3882.0,train,train,train,test,train
3883.0,train,train,train,test,train
3884.0,train,train,train,test,train
3885.0,validation,train,train,test,train
3886.0,train,train,train,test,train
3887.0,validation,train,train,test,train
3888.0,train,train,train,test,train
3889.0,train,train,validation,test,train
3890.0,train,train,validation,test,train
3891.0,train,train,train,test,train
3892.0,train,train,train,test,train
3893.0,train,validation,train,test,validation
3894.0,validation,train,train,test,train
3895.0,train,train,train,test,train
3897.0,train,test,train,train,train
3899.0,train,test,train,validation,train
3900.0,train,test,train,train,train
3905.0,train,test,train,train,train
3906.0,train,test,validation,train,train
3910.0,train,test,train,train,validation
3911.0,train,test,train,train,validation
3913.0,train,test,train,train,train
3915.0,train,test,train,train,validation
3916.0,train,test,train,train,train
3917.0,train,test,train,train,train
3918.0,train,test,train,train,train
3919.0,train,test,train,train,train
3920.0,train,test,train,train,train
3924.0,train,test,train,train,train
3925.0,train,test,train,train,train
3926.0,train,test,train,train,train
3930.0,train,test,train,train,train
3932.0,test,train,train,train,train
3934.0,test,train,train,train,validation
3937.0,test,train,train,train,train
3949.0,test,train,train,train,train
3951.0,test,train,train,validation,train
3953.0,test,train,train,train,train
3954.0,test,train,train,validation,train
3956.0,train,train,validation,train,train
3957.0,train,train,train,train,train
3958.0,train,train,validation,train,train
3959.0,validation,train,train,train,train
3960.0,train,validation,train,train,train
3961.0,train,train,train,train,validation
3962.0,train,train,train,train,validation
3963.0,train,train,train,train,train
3964.0,train,train,train,train,train
3965.0,train,train,train,train,train
3966.0,train,train,train,validation,train
3967.0,train,train,train,train,train
3968.0,train,validation,train,train,train
3969.0,train,validation,test,train,train
3970.0,train,train,test,train,train
3971.0,train,validation,test,train,train
3972.0,train,train,test,validation,validation
3973.0,validation,train,test,train,train
3974.0,train,train,test,train,train
3975.0,train,train,test,train,train
3976.0,train,train,test,train,train
3977.0,train,train,test,train,train
3978.0,train,train,test,validation,train
3979.0,train,train,test,train,train
3980.0,train,train,test,train,train
3981.0,validation,train,test,train,train
3982.0,validation,validation,test,train,train
3983.0,train,train,test,train,train
3984.0,validation,train,test,train,train
3985.0,train,train,test,train,train
3986.0,train,train,test,train,train
3987.0,train,train,test,train,train
3988.0,train,train,test,train,train
3989.0,train,train,test,train,train
3990.0,train,train,test,train,train
3993.0,train,train,test,train,train
3994.0,train,train,test,train,train
3995.0,train,validation,test,train,validation
3996.0,train,validation,test,train,train
3997.0,validation,train,test,train,validation
3998.0,train,train,test,train,train
3999.0,train,train,test,train,train
4000.0,train,train,test,train,train
4001.0,train,train,test,train,train
4002.0,train,train,validation,train,train
4003.0,train,train,train,train,train
4004.0,train,train,train,train,train
4005.0,train,train,train,train,train
4006.0,train,validation,train,train,train
4007.0,train,train,train,train,test
4008.0,validation,train,validation,train,test
4009.0,validation,train,train,train,test
4010.0,train,train,train,train,test
4011.0,train,train,train,train,test
4012.0,train,train,train,train,test
4013.0,train,train,train,train,test
4014.0,train,train,validation,train,test
4015.0,train,train,train,train,test
4016.0,train,train,train,train,test
4017.0,train,train,train,train,test
4018.0,train,train,train,train,test
4019.0,validation,train,train,test,train
4020.0,train,train,train,test,validation
4021.0,train,train,train,test,train
4022.0,train,train,train,test,train
4023.0,train,train,train,test,train
4024.0,train,train,train,test,train
4025.0,train,train,train,test,train
4026.0,train,train,train,test,validation
4027.0,train,validation,train,test,train
4028.0,train,train,train,test,train
4029.0,train,validation,train,test,train
4030.0,train,train,train,test,train
4031.0,train,train,train,test,train
4032.0,train,train,train,test,validation
4033.0,train,train,train,test,train
4034.0,train,train,train,test,train
4035.0,train,train,train,test,train
4036.0,train,train,train,test,train
4037.0,train,train,train,test,train
4038.0,train,test,train,validation,train
4040.0,train,test,train,train,train
4042.0,validation,test,train,train,train
4043.0,train,test,train,train,train
4044.0,validation,test,train,train,train
4046.0,train,test,train,train,train
4047.0,train,test,train,train,train
4048.0,train,test,train,train,train
4049.0,train,test,train,train,train
4050.0,train,test,train,train,train
4051.0,train,test,train,train,train
4053.0,train,test,train,train,train
4054.0,train,test,train,train,train
4055.0,train,test,train,train,train
4061.0,test,train,train,train,train
4063.0,test,train,validation,train,train
4066.0,test,validation,train,train,train
4067.0,test,train,train,train,train
4071.0,test,train,train,train,train
4076.0,train,train,train,train,train
4077.0,validation,train,train,train,train
4078.0,train,train,train,train,train
4079.0,train,validation,train,train,train
4080.0,train,train,train,train,train
4081.0,train,train,train,train,train
4082.0,train,train,train,train,train
4083.0,validation,train,train,train,train
4084.0,train,train,train,train,train
4085.0,train,validation,train,train,train
4086.0,train,train,train,train,train
4087.0,train,train,train,train,train
4088.0,train,train,train,train,train
4089.0,validation,train,test,validation,train
4090.0,train,train,test,train,validation
4091.0,train,train,test,train,train
4092.0,train,train,test,train,train
4093.0,train,train,test,train,train
4094.0,train,train,test,train,train
4095.0,train,train,test,train,train
4096.0,train,train,test,train,train
4097.0,train,train,test,train,train
4098.0,train,train,test,train,train
4099.0,train,train,test,train,train
4100.0,train,train,test,train,train
4101.0,train,train,test,train,train
4102.0,train,train,train,train,train
4103.0,train,train,train,train,train
4104.0,train,train,train,train,train
4105.0,train,train,train,train,train
4106.0,train,train,train,train,train
4107.0,train,train,train,train,train
4108.0,train,train,train,train,train
4109.0,train,train,train,train,train
4110.0,train,train,train,train,train
4111.0,train,train,train,train,test
4112.0,train,train,train,train,test
4113.0,train,train,train,train,test
4114.0,train,train,train,validation,test
4115.0,train,train,train,train,test
4116.0,train,train,train,train,test
4117.0,train,train,validation,train,test
4118.0,train,train,train,train,test
4119.0,train,train,train,train,test
4120.0,train,train,train,train,test
4121.0,train,train,train,train,test
4122.0,train,train,train,train,test
4123.0,train,train,train,train,test
4124.0,train,validation,train,train,test
4125.0,train,train,train,train,test
4126.0,train,train,train,validation,test
4127.0,train,train,train,train,test
4128.0,validation,train,train,train,test
4129.0,train,train,train,train,test
4130.0,train,train,train,train,test
4131.0,train,train,train,train,test
4132.0,train,train,train,train,test
4133.0,train,train,train,train,test
4134.0,train,train,train,train,test
4135.0,train,train,train,validation,test
4136.0,train,train,train,validation,test
4137.0,train,train,train,validation,test
4138.0,train,train,train,validation,test
4139.0,train,train,train,test,train
4140.0,train,train,train,test,train
4141.0,train,train,train,test,train
4142.0,train,train,validation,test,train
4143.0,train,train,train,test,train
4144.0,train,train,train,test,train
4145.0,train,train,train,test,train
4146.0,train,train,train,test,train
4147.0,train,train,train,test,train
4148.0,train,train,train,test,train
4149.0,train,train,train,test,train
4150.0,train,train,train,test,validation
4151.0,train,train,train,test,train
4152.0,train,train,train,test,train
4153.0,train,train,train,test,train
4154.0,train,train,validation,test,train
4155.0,train,train,train,test,train
4156.0,train,validation,train,test,train
4157.0,train,train,train,test,train
4158.0,train,train,train,test,train
4159.0,train,train,train,test,train
4160.0,validation,train,train,test,train
4161.0,train,train,train,test,train
4162.0,train,train,train,test,train
4163.0,train,train,validation,test,train
4164.0,train,train,validation,test,train
4165.0,train,train,validation,test,train
4166.0,train,train,validation,test,train
4167.0,train,train,train,test,train
4168.0,train,train,validation,test,train
4169.0,train,train,train,test,train
4170.0,train,train,train,test,train
4171.0,train,test,train,train,train
4172.0,train,test,train,validation,train
4173.0,train,test,validation,train,train
4174.0,train,test,train,train,train
4177.0,train,test,train,train,validation
4178.0,train,test,train,train,train
4179.0,train,test,train,validation,train
4181.0,train,test,train,train,train
4182.0,train,test,train,train,train
4183.0,train,test,train,train,train
4184.0,train,test,train,train,train
4185.0,train,test,validation,train,train
4186.0,train,test,train,train,train
4187.0,train,test,train,train,train
4188.0,validation,test,train,train,train
4189.0,train,test,train,validation,train
4190.0,train,test,train,train,validation
4192.0,train,test,train,train,train
4194.0,train,test,train,train,train
4196.0,train,test,train,train,train
4197.0,train,test,train,train,train
4198.0,train,test,train,train,train
4200.0,train,test,train,train,train
4202.0,train,test,train,train,train
4203.0,train,test,train,train,train
4204.0,train,test,train,train,validation
4211.0,test,train,train,train,validation
4213.0,test,train,train,train,validation
4217.0,test,train,train,train,validation
4218.0,test,train,train,train,train
4219.0,test,train,train,train,validation
4221.0,test,train,validation,train,train
4223.0,test,train,train,train,train
4224.0,test,train,train,train,train
4225.0,test,train,train,train,train
4227.0,test,train,train,validation,validation
4228.0,test,validation,validation,train,train
4231.0,test,train,train,train,train
4232.0,test,train,train,train,train
4234.0,test,train,train,train,train
4236.0,test,train,train,validation,train
4237.0,test,train,train,train,train
4239.0,test,train,train,train,train
4244.0,test,train,train,train,train
4245.0,test,train,train,train,validation
4249.0,test,train,train,train,train
4250.0,test,train,train,train,train
4252.0,validation,train,train,train,train
4253.0,train,validation,validation,train,train
4254.0,train,train,train,train,train
4255.0,train,train,train,train,train
4256.0,train,train,train,train,train
4257.0,train,train,train,validation,train
4258.0,train,train,train,train,train
4259.0,train,train,train,train,train
4260.0,train,train,train,train,train
4261.0,validation,train,train,train,train
4262.0,validation,validation,train,train,train
4263.0,validation,validation,train,train,train
4264.0,validation,validation,train,train,train
4265.0,train,validation,train,train,train
4266.0,validation,train,train,train,train
4267.0,train,validation,train,train,train
4268.0,train,train,train,train,train
4269.0,train,train,train,train,validation
4270.0,train,train,train,train,train
4271.0,validation,train,test,train,train
4272.0,train,validation,test,train,train
4273.0,train,train,test,train,train
4274.0,train,train,test,train,validation
4275.0,train,train,test,validation,train
4276.0,train,train,test,train,train
4277.0,train,train,test,validation,train
4278.0,train,train,test,train,train
4279.0,train,train,test,train,train
4280.0,validation,train,test,validation,train
4281.0,train,validation,test,train,train
4282.0,train,train,test,train,train
4283.0,train,train,test,train,train
4284.0,train,train,test,train,train
4285.0,train,train,test,validation,train
4286.0,train,train,test,train,validation
4287.0,train,train,test,train,train
4288.0,train,train,test,train,train
4289.0,train,train,test,train,train
4290.0,train,train,test,train,train
4291.0,train,train,test,train,train
4292.0,train,train,test,train,train
4293.0,train,train,test,train,train
4294.0,train,train,test,train,train
4295.0,train,train,test,train,train
4296.0,train,train,test,train,train
4298.0,train,train,test,validation,train
4299.0,train,train,test,train,train
4300.0,train,train,test,train,train
4301.0,validation,train,test,train,train
4302.0,train,validation,validation,train,train
4303.0,train,train,train,train,train
4304.0,train,train,validation,train,train
4305.0,train,train,train,train,validation
4306.0,validation,train,train,train,train
4307.0,train,validation,validation,train,validation
4308.0,train,train,train,train,train
4309.0,train,train,train,train,train
4310.0,train,train,train,train,validation
4311.0,train,train,train,train,train
4312.0,train,train,validation,train,train
4313.0,train,train,train,train,train
4314.0,train,train,train,train,train
4315.0,train,train,train,train,validation
4316.0,train,train,train,train,train
4317.0,train,train,train,train,train
4318.0,validation,train,train,validation,train
4319.0,train,validation,train,validation,train
4320.0,train,train,train,train,train
4321.0,train,train,train,train,train
4322.0,train,train,train,train,test
4323.0,train,train,train,train,test
4324.0,train,train,validation,train,test
4325.0,train,train,train,train,test
4326.0,train,train,train,train,test
4327.0,train,train,train,train,test
4328.0,train,train,train,train,test
4329.0,train,train,train,validation,test
4330.0,train,train,train,validation,test
4331.0,train,train,train,train,test
4332.0,train,train,train,train,test
4333.0,train,train,train,train,test
4334.0,train,train,train,train,test
4335.0,train,train,train,train,test
4336.0,validation,train,train,train,test
4337.0,train,validation,train,train,test
4338.0,validation,train,train,train,test
4339.0,train,validation,train,train,test
4340.0,train,train,train,train,test
4341.0,validation,train,train,train,test
4342.0,train,validation,train,train,test
4343.0,train,train,train,train,test
4344.0,train,train,validation,train,test
4345.0,train,train,validation,train,test
4346.0,validation,train,train,train,test
4347.0,train,validation,train,train,test
4348.0,train,train,train,train,test
4349.0,train,train,train,train,test
4350.0,train,train,train,test,train
4351.0,train,train,train,test,train
4352.0,train,train,train,test,train
4353.0,train,train,train,test,train
4354.0,train,train,train,test,train
4355.0,train,train,validation,test,validation
4356.0,train,train,validation,test,train
4357.0,train,train,train,test,train
4358.0,validation,train,train,test,train
4359.0,train,validation,train,test,train
4360.0,train,train,train,test,train
4361.0,train,train,train,test,train
4363.0,train,train,train,test,train
4364.0,train,train,train,test,train
4365.0,train,train,train,test,train
4366.0,train,train,train,test,train
4367.0,train,train,train,test,train
4368.0,train,train,train,test,train
4369.0,train,train,train,test,train
4370.0,train,train,train,test,train
4371.0,train,train,train,test,train
4372.0,train,train,train,test,train
4373.0,train,train,train,test,train
4374.0,train,train,train,test,train
4375.0,train,train,train,test,train
4376.0,train,train,train,test,validation
4377.0,train,train,train,test,validation
4378.0,train,train,train,test,train
4379.0,validation,train,train,test,train
4380.0,validation,validation,train,test,train
4381.0,train,validation,train,test,train
4382.0,train,train,train,test,train
4383.0,train,train,train,test,train
4384.0,train,train,train,test,train
4385.0,train,train,train,test,train
4386.0,train,test,train,train,train
4388.0,train,test,train,train,validation
4389.0,train,test,train,train,validation
4391.0,train,test,train,train,train
4392.0,validation,test,train,train,train
4393.0,validation,test,train,train,train
4394.0,train,test,train,train,train
4396.0,train,test,train,train,train
4399.0,train,train,train,train,test
4400.0,train,train,train,train,test
4401.0,train,test,train,train,train
4402.0,train,test,train,train,train
4403.0,train,test,train,train,train
4404.0,train,test,train,train,train
4405.0,train,test,train,train,train
4407.0,train,test,train,train,train
4416.0,test,train,train,train,train
4417.0,test,train,train,train,train
4418.0,test,train,train,train,train
4421.0,test,validation,train,train,train
4423.0,test,validation,train,train,train
4424.0,test,train,train,train,train
4426.0,test,train,train,train,train
4427.0,test,train,train,train,train
4433.0,test,train,train,train,train
4434.0,test,train,train,train,train
4435.0,test,train,train,train,train
4437.0,test,train,train,train,train
4439.0,test,train,validation,train,train
4440.0,test,train,train,train,train
4441.0,test,train,validation,train,train
4445.0,test,train,train,train,train
4449.0,test,train,validation,train,train
4451.0,test,train,train,train,train
4452.0,test,train,train,train,train
4454.0,test,train,train,train,train
4455.0,train,train,train,train,train
4456.0,train,train,train,validation,train
4457.0,train,train,validation,train,train
4458.0,train,train,train,validation,train
4459.0,train,train,train,train,train
4460.0,train,train,validation,validation,train
4461.0,train,train,train,train,train
4462.0,train,train,train,train,train
4463.0,train,train,train,train,train
4464.0,train,train,train,train,train
4465.0,train,train,train,train,train
4466.0,train,train,train,validation,train
4467.0,train,train,train,train,train
4468.0,train,train,train,train,train
4469.0,train,train,train,validation,train
4470.0,train,train,train,train,train
4471.0,train,train,train,train,train
4472.0,train,train,validation,train,train
4473.0,train,train,train,train,train
4474.0,train,train,train,train,train
4475.0,train,train,train,train,train
4476.0,train,train,test,train,train
4477.0,train,train,test,train,train
4478.0,train,train,test,train,train
4479.0,train,train,test,train,train
4480.0,train,train,test,train,validation
4482.0,train,train,test,validation,train
4483.0,train,train,test,train,validation
4484.0,train,train,test,train,train
4485.0,train,train,test,train,validation
4486.0,train,train,test,train,train
4487.0,train,train,test,train,train
4488.0,train,train,test,train,train
4489.0,train,train,test,validation,train
4490.0,train,train,test,train,train
4491.0,train,train,test,train,validation
4492.0,train,train,test,train,train
4493.0,train,train,test,train,train
4495.0,train,train,test,train,validation
4496.0,train,train,test,train,train
4497.0,train,train,test,train,train
4498.0,train,validation,test,train,train
4499.0,train,train,test,train,train
4500.0,train,validation,test,train,train
4501.0,train,train,test,train,train
4502.0,train,validation,train,train,train
4503.0,validation,train,train,train,train
4504.0,train,train,train,validation,train
4505.0,validation,train,validation,train,train
4506.0,train,train,train,train,train
4507.0,validation,train,train,train,validation
4508.0,train,validation,train,train,train
4509.0,train,train,train,train,train
4510.0,train,train,train,train,train
4511.0,train,validation,train,train,train
4512.0,train,train,train,train,train
4513.0,validation,train,train,validation,train
4514.0,train,train,train,train,validation
4515.0,train,train,train,validation,train
4516.0,validation,train,train,train,train
4517.0,train,train,train,train,train
4518.0,train,train,train,train,train
4519.0,train,train,validation,train,train
4520.0,train,train,train,validation,train
4521.0,train,train,train,train,train
4522.0,train,train,train,train,train
4523.0,train,validation,train,train,train
4524.0,train,train,train,validation,train
4525.0,train,train,train,train,train
4526.0,train,train,train,train,train
4527.0,train,train,train,train,train
4528.0,validation,train,validation,train,validation
4529.0,train,train,train,validation,test
4530.0,train,validation,validation,validation,test
4531.0,train,train,train,train,test
4532.0,train,train,train,train,test
4533.0,train,train,train,train,test
4534.0,train,train,train,train,test
4535.0,validation,train,validation,train,test
4536.0,train,train,train,train,test
4537.0,train,train,train,train,test
4538.0,train,train,train,validation,test
4539.0,train,train,validation,validation,test
4540.0,train,train,train,train,test
4541.0,train,train,train,train,test
4542.0,train,train,train,train,test
4543.0,train,train,train,train,test
4544.0,train,validation,validation,test,train
4545.0,train,train,validation,test,train
4546.0,train,train,train,test,train
4547.0,train,train,train,test,train
4548.0,train,train,train,test,train
4549.0,validation,train,train,test,train
4550.0,train,train,train,test,train
4551.0,train,train,train,test,train
4552.0,train,train,train,test,validation
4553.0,train,validation,validation,test,train
4554.0,train,train,validation,test,validation
4555.0,train,validation,train,test,train
4556.0,train,train,train,test,train
4557.0,train,train,train,test,train
4558.0,validation,train,train,test,train
4559.0,train,train,train,test,validation
4560.0,validation,validation,train,test,train
4561.0,train,train,train,test,train
4562.0,train,train,train,test,train
4563.0,train,train,train,test,validation
4564.0,train,validation,train,test,train
4565.0,validation,train,train,test,train
4566.0,train,train,train,test,train
4567.0,train,train,train,test,train
4568.0,train,train,train,test,validation
4569.0,validation,validation,train,test,validation
4570.0,train,validation,train,test,train
4571.0,train,train,train,test,train
4572.0,train,train,train,test,train
4573.0,train,train,train,test,train
4574.0,validation,train,train,test,train
4575.0,validation,train,train,test,train
4576.0,train,train,train,test,train
4577.0,train,train,train,test,validation
4578.0,train,validation,train,test,validation
4579.0,train,validation,train,test,train
4580.0,train,train,train,test,train
4581.0,train,train,train,test,train
4583.0,train,test,train,train,train
4585.0,validation,test,train,train,train
4586.0,validation,test,train,train,train
4587.0,train,test,train,train,train
4590.0,train,test,train,train,train
4593.0,train,test,train,train,train
4598.0,train,test,validation,train,train
4599.0,train,test,train,train,train
4600.0,train,test,train,train,train
4601.0,train,test,train,train,train
4604.0,train,test,train,train,train
4605.0,train,test,train,train,train
4607.0,train,test,train,train,train
4608.0,train,test,train,train,train
4609.0,train,test,train,train,train
4611.0,train,test,train,train,train
4612.0,train,test,train,train,train
4614.0,train,test,train,train,train
4615.0,train,test,train,train,train
4618.0,train,test,train,train,train
4619.0,train,test,train,train,train
4620.0,train,test,train,train,train
4621.0,train,test,train,train,train
4623.0,test,train,train,train,train
4625.0,test,train,validation,train,train
4627.0,test,train,train,train,train
4630.0,test,train,train,train,train
4632.0,test,train,train,train,train
4635.0,test,train,train,train,train
4637.0,test,train,validation,validation,train
4638.0,test,train,train,train,validation
4645.0,test,train,train,train,train
4647.0,test,train,train,train,train
4648.0,test,train,train,train,train
4650.0,test,train,train,train,train
4651.0,test,train,train,train,train
4654.0,train,train,train,train,train
4655.0,train,train,train,train,train
4656.0,train,train,train,train,train
4657.0,train,train,train,train,train
4658.0,train,train,train,train,train
4659.0,train,train,train,train,train
4660.0,train,train,train,train,train
4661.0,train,train,train,train,train
4662.0,train,train,train,train,train
4663.0,train,train,train,train,train
4664.0,train,train,train,train,train
4665.0,train,train,train,validation,train
4666.0,train,train,train,train,validation
4667.0,validation,train,train,train,train
4668.0,train,train,train,train,train
4669.0,train,train,train,train,train
4670.0,train,train,train,validation,train
4671.0,train,train,train,train,validation
4672.0,train,validation,train,train,train
4673.0,train,train,train,train,train
4674.0,train,train,train,train,train
4675.0,train,train,test,train,train
4676.0,train,train,test,train,train
4677.0,train,train,test,train,train
4678.0,train,train,test,train,train
4679.0,train,train,test,train,train
4681.0,train,train,test,train,train
4682.0,train,train,test,train,train
4683.0,train,train,test,train,train
4684.0,train,train,test,train,train
4685.0,train,train,test,train,train
4686.0,validation,train,test,train,train
4687.0,train,train,test,train,train
4688.0,train,train,test,train,train
4689.0,train,train,test,train,train
4690.0,train,train,test,train,train
4691.0,validation,validation,test,train,train
4692.0,train,train,test,train,train
4693.0,train,train,test,train,train
4695.0,train,train,test,train,train
4696.0,train,train,test,train,train
4697.0,train,validation,test,train,train
4698.0,train,train,test,train,train
4699.0,train,train,test,train,train
4700.0,train,train,test,train,train
4701.0,train,train,test,train,train
4702.0,train,train,test,train,train
4703.0,train,train,train,train,train
4704.0,train,train,train,train,train
4706.0,train,train,train,train,train
4707.0,train,train,train,train,train
4708.0,train,train,train,train,train
4709.0,train,train,train,train,train
4710.0,train,train,train,validation,train
4711.0,train,train,train,test,validation
4712.0,train,train,train,train,train
4713.0,train,train,validation,train,train
4714.0,train,train,train,train,train
4715.0,train,train,train,train,train
4716.0,train,train,train,train,train
4717.0,train,train,train,train,train
4718.0,train,train,train,train,train
4719.0,train,train,train,train,train
4720.0,train,train,train,train,train
4721.0,train,train,train,train,train
4722.0,train,train,train,train,train
4723.0,train,train,train,train,train
4724.0,train,train,train,train,train
4725.0,train,train,train,train,train
4726.0,train,train,train,validation,validation
4727.0,train,train,train,test,validation
4728.0,train,train,validation,validation,train
4729.0,train,train,validation,train,train
4730.0,validation,train,train,train,train
4731.0,train,train,train,train,train
4733.0,train,train,train,train,test
4734.0,train,train,train,train,test
4735.0,train,train,train,train,test
4736.0,train,validation,train,train,test
4737.0,train,train,train,train,test
4738.0,train,train,train,train,test
4739.0,train,train,train,train,test
4740.0,train,train,train,train,test
4741.0,train,train,train,train,test
4742.0,train,train,train,train,test
4743.0,train,train,train,validation,test
4744.0,train,train,validation,train,test
4745.0,train,train,train,train,test
4746.0,validation,train,train,train,test
4747.0,validation,train,train,train,test
4748.0,train,train,train,train,test
4749.0,train,train,train,train,test
4750.0,train,train,train,train,test
4751.0,train,validation,train,train,test
4752.0,train,validation,train,train,test
4753.0,train,train,train,train,test
4754.0,train,train,train,train,test
4755.0,train,train,train,validation,test
4756.0,train,train,validation,test,train
4757.0,train,train,train,test,train
4758.0,train,train,train,test,train
4759.0,train,train,train,test,train
4760.0,train,train,train,test,train
4761.0,validation,train,train,test,train
4762.0,train,train,train,test,train
4763.0,train,train,train,test,train
4764.0,train,train,train,test,train
4765.0,train,train,validation,test,validation
4766.0,train,validation,train,test,train
4767.0,train,train,train,test,train
4768.0,train,train,validation,test,train
4769.0,train,train,train,test,train
4770.0,train,train,train,test,train
4771.0,train,train,train,test,train
4772.0,train,train,train,test,train
4773.0,validation,train,train,test,train
4774.0,train,train,train,test,train
4775.0,train,train,train,test,train
4776.0,train,train,train,test,train
4778.0,train,train,train,test,validation
4779.0,train,validation,train,test,train
4780.0,train,train,train,test,train
4781.0,train,train,train,test,train
4787.0,train,test,train,train,train
4788.0,validation,test,train,train,train
4790.0,train,test,train,train,train
4792.0,train,test,train,train,train
4794.0,validation,test,train,train,train
4797.0,train,test,train,train,validation
4798.0,train,test,train,train,train
4805.0,train,test,train,train,train
4807.0,train,test,train,validation,validation
4809.0,train,test,train,train,train
4810.0,train,test,train,train,train
4814.0,test,train,train,validation,train
4815.0,test,train,train,train,train
4818.0,test,train,train,train,train
4820.0,test,train,train,train,train
4821.0,test,train,train,train,train
4822.0,test,train,train,train,train
4823.0,test,validation,train,train,train
4824.0,test,train,train,train,train
4826.0,test,train,train,train,train
4827.0,test,validation,train,train,train
4832.0,test,train,train,train,train
4835.0,test,train,train,train,train
4837.0,test,train,train,train,train
4838.0,test,train,train,train,train
4840.0,test,train,validation,train,train
4841.0,test,train,train,train,train
4844.0,train,train,train,train,train
4845.0,train,train,train,train,train
4846.0,train,train,train,train,train
4847.0,train,train,train,train,train
4848.0,train,train,train,train,train
4849.0,train,train,train,train,train
4850.0,train,train,train,train,train
4851.0,train,train,train,train,train
4852.0,train,train,train,train,train
4853.0,train,train,train,train,train
4854.0,train,train,train,train,train
4855.0,train,train,train,train,train
4856.0,train,train,validation,train,train
4857.0,train,train,train,train,train
4858.0,train,train,train,train,train
4859.0,train,train,train,train,train
4860.0,train,train,train,train,train
4861.0,train,train,train,train,train
4862.0,train,train,train,train,train
4863.0,train,train,train,train,validation
4864.0,train,train,train,train,train
4865.0,train,train,train,train,train
4866.0,train,train,train,validation,train
4867.0,train,train,train,train,train
4868.0,train,train,train,train,train
4869.0,train,train,train,train,train
4870.0,train,train,train,train,train
4871.0,train,train,validation,train,train
4872.0,train,train,test,train,train
4873.0,train,train,test,train,train
4874.0,train,train,test,train,train
4876.0,validation,validation,test,train,train
4877.0,train,train,test,train,train
4878.0,train,train,test,train,validation
4879.0,train,train,test,train,train
4880.0,train,train,test,train,train
4881.0,train,train,test,validation,train
4882.0,train,train,test,train,train
4883.0,train,train,test,train,train
4884.0,train,train,test,train,train
4885.0,train,train,test,train,train
4886.0,train,train,test,train,train
4887.0,train,train,test,train,train
4888.0,train,train,test,train,train
4889.0,train,train,test,train,train
4890.0,validation,validation,test,train,train
4891.0,train,train,test,train,train
4892.0,train,train,test,train,train
4893.0,train,train,test,train,validation
4894.0,train,train,test,train,train
4895.0,train,train,test,train,validation
4896.0,train,train,test,validation,train
4897.0,train,train,test,train,train
4898.0,train,train,test,validation,train
4899.0,train,train,test,train,train
4900.0,train,train,test,train,train
4902.0,train,train,test,train,train
4903.0,train,train,train,train,train
4904.0,train,train,validation,train,train
4905.0,train,train,train,train,train
4906.0,validation,validation,train,train,train
4907.0,train,train,train,train,train
4908.0,validation,validation,train,train,train
4909.0,train,train,train,train,train
4910.0,train,train,train,train,train
4911.0,train,train,train,train,train
4912.0,train,train,train,train,train
4913.0,train,train,train,train,train
4914.0,train,train,train,train,train
4915.0,train,train,train,train,train
4916.0,train,train,train,train,train
4917.0,train,train,train,train,train
4918.0,train,train,train,train,test
4919.0,train,train,train,train,test
4920.0,train,train,train,train,test
4921.0,train,train,train,train,test
4922.0,train,train,train,train,test
4923.0,train,train,train,validation,test
4924.0,train,train,train,train,test
4925.0,train,train,train,validation,test
