V,HS_ed,CN_ed,TARGET,SOURCE_ANNOTATOR,index,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
V6_kc,"I don't want homosexuals in my family, what is wrong with you?","Unfortunately, you are not the only one that hates homosexuals. But I would hate to think that we live in a country where it is accepted to practice such hate.",LGBT+,ANNOTATOR_2,3889.0,train,train,validation,test,train
V6_kc,Gay men are a burden to society.,Gay men do not exist as a burden to society. They are essential contributors to society.,LGBT+,ANNOTATOR_2,3890.0,train,train,validation,test,train
V6_kc,I wish I live in a country that does not tolerate gay people.,"Gay people do exist in this country, and we respect their right to live and love who they want. However, I do not think that yours is an appropriate moral statement for our environment.",LGBT+,ANNOTATOR_2,3891.0,train,train,train,test,train
V6_kc,The gay agenda is to blame everyone but themselves.,"The 'gay agendas' are about equal rights, equality is about acceptance, and the right of people to be treated with respect and dignity.",LGBT+,ANNOTATOR_2,3892.0,train,train,train,test,train
V6_kc,The gay agenda is to blame everyone but themselves.,"It's not about blaming other people, but about helping those in need.",LGBT+,ANNOTATOR_2,3893.0,train,validation,train,test,validation
V6_kc,The gay agenda is to blame everyone but themselves.,The message of the 'gay agenda' is that they are neither 'special' nor 'different'. People of several sexual orientations are in fact discriminated on the basis of prejudice.,LGBT+,ANNOTATOR_2,3894.0,validation,train,train,test,train
V6_kc,I hate gays.,I think you should try to start a dialogue about LGBT issues. It might also spark a conversation about how we can make better world.,LGBT+,ANNOTATOR_2,3895.0,train,train,train,test,train
V6_kc,"Marriage is an obligation and it can only naturally exist between a man and a woman. So, faggots are an abomination.","People are not obliged to get married. And since marriage is a social construct, it does not necessarily have to be based on sexual orientation.",LGBT+,ANNOTATOR_2,3896.0,excessive,excessive,excessive,excessive,excessive
V6_kc,This is an invasion. Millions of strangers jeopardizing our race and culture.,"It's called diversity and it's healthy, the sooner we start welcoming new people, the sooner we'll find a better solution to world problems.",MIGRANTS,ANNOTATOR_2,3897.0,train,test,train,train,train
V6_kc,This is an invasion. Millions of strangers jeopardizing our race and culture.,"Diversity is an important part of a multicultural society, and we have a lot to offer the world.",MIGRANTS,ANNOTATOR_2,3898.0,excessive,excessive,excessive,excessive,excessive
V6_kc,This is an invasion. Millions of strangers jeopardizing our race and culture.,So one migrant would not be a problem for you? Diversity is not about numbers. It's about the diversity of all people in different situations.,MIGRANTS,ANNOTATOR_2,3899.0,train,test,train,validation,train
V6_kc,This is an invasion. Millions of strangers jeopardizing our race and culture.,"This is not true, if we keep in mind that our human race is part of this world, then we cannot talk about invasion.",MIGRANTS,ANNOTATOR_2,3900.0,train,test,train,train,train
V6_kc,This is an invasion. Millions of strangers jeopardizing our race and culture.,"This is not true, we have always had people of different races in positions of power. We also have the freedom to choose our own culture.",MIGRANTS,ANNOTATOR_2,3901.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Refugees are a burden and a danger to our country.,"Our immigration policy is geared for a modern, diverse, and integrated society. Refugees are welcome, regardless of their nationality, and it is good for us to have them in our country.",MIGRANTS,ANNOTATOR_2,3902.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Migrants are a burden to the UK,This is not true. Migrants are an important part of our society. Migrants have worked hard to build our country. They are our brothers and sisters. We should welcome them.,MIGRANTS,ANNOTATOR_2,3903.0,excessive,excessive,excessive,excessive,excessive
V6_kc,The crisis is caused by migrants.,What do you mean by migrants causing the crisis?,MIGRANTS,ANNOTATOR_2,3904.0,excessive,excessive,excessive,excessive,excessive
V6_kc,The crisis is caused by migrants.,Migrants are often victims of discrimination and violence. Immigration is a part of the solution to these problems.,MIGRANTS,ANNOTATOR_2,3905.0,train,test,train,train,train
V6_kc,The migrants are a problem. They are not welcome in our country and they are always complaining.,This is not true. Most migrants are happy and they consider themselves to be part of the community.,MIGRANTS,ANNOTATOR_2,3906.0,train,test,validation,train,train
V6_kc,The migrants are a problem. They are not welcome in our country.,Migrants are welcome here. Why do you believe that they are a problem?,MIGRANTS,ANNOTATOR_2,3907.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Migrants put a strain on public services.,"Migrants contribute to the economy in a number of different ways, but most importantly by providing labour, skills and knowledge. They are part of the fabric of our society.",MIGRANTS,ANNOTATOR_2,3908.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Migrants put a strain on public services.,"Migrants contribute to the economy by providing labour, knowledge and by paying taxes.",MIGRANTS,ANNOTATOR_2,3909.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"The euro is a box of chocolates, packed with moral corruption and forced reception of migrants.","The euro is a common currency, created with the purpose of saving lives and relieving people of poverty.",MIGRANTS,ANNOTATOR_2,3910.0,train,test,train,train,validation
V6_kc,"Migrants have no place in our society, and this is their own fault.",How about we stop blaming other people for our shortcomings and try to make the world a better place?,MIGRANTS,ANNOTATOR_2,3911.0,train,test,train,train,validation
V6_kc,We should put a stop to migrants and ban them.,"There is a problem with migrants' access to our country and we should help them, not ban them.",MIGRANTS,ANNOTATOR_2,3912.0,excessive,excessive,excessive,excessive,excessive
V6_kc,All migrants are terrorists. We must wipe them out.,Migrants are not terrorists. The majority of migrants are happy to work hard for the country they live in. They contribute to our economy by providing us with products and services.,MIGRANTS,ANNOTATOR_2,3913.0,train,test,train,train,train
V6_kc,We must put a stop to migrants and ban them from EU.,"Migrants are fleeing from war and poverty. They are entitled to seek refuge in the EU. They should be protected, not banned.",MIGRANTS,ANNOTATOR_2,3914.0,excessive,excessive,excessive,excessive,excessive
V6_kc,I refuse to accept migrants and I refuse to accept a migrant as my boss.,"Migrants often come here to work and live a decent life. They should be welcomed here, not discriminated against.",MIGRANTS,ANNOTATOR_2,3915.0,train,test,train,train,validation
V6_kc,We can't keep refugees coming in our country.,Migrants are often persecuted for their religion. Is this something we wish as a country?,MIGRANTS,ANNOTATOR_2,3916.0,train,test,train,train,train
V6_kc,Migrants are just fucked-up persons that cannot integrate in society because of their nationality.,"A migrants is a person, who came to this country, and has a responsibility to make our society better. People of different nationalities come to this country seeking citizenship, so their life and our country can be better.",MIGRANTS,ANNOTATOR_2,3917.0,train,test,train,train,train
V6_kc,Immigrants should be banned from our country.,Immigrants have lived in this country for a very long time. They are proud to be US citizens and immigrants.,MIGRANTS,ANNOTATOR_2,3918.0,train,test,train,train,train
V6_kc,Immigrants are always in the shadows because they want to pursue their own interests.,"I am not sure about their ""remaining in the shadows"" mentality, but they certainly have our nation's best interests in mind.",MIGRANTS,ANNOTATOR_2,3919.0,train,test,train,train,train
V6_kc,We cannot allow people to come in from certain countries.,Migrants have the right to have a dignified life in our country. Why would you ban some nationalities?,MIGRANTS,ANNOTATOR_2,3920.0,train,test,train,train,train
V6_kc,"All the migrants in the world cannot replace the hard-working, native-born citizens of our country.","The UK has one of the highest number of workers in the world. The most are native, and the 17% are foreign born people. I have met so many hard-working migrants in our country. This is a country for all.",MIGRANTS,ANNOTATOR_2,3921.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"Migrants are violent people, they are not welcome here.","Crime is not the fault of migrants, but of the violent people.",MIGRANTS,ANNOTATOR_2,3922.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"Migrants are violent people, they are not welcome here.",Do you have any proof the crime rate would be lower if we were admitting less migrants?,MIGRANTS,ANNOTATOR_2,3923.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Immigrants rape our women and they are not welcome here.,I don't think it is true. They are welcome just as any others as members of the community as long as they respect the law. And we should have respect for migrants and their cultures as well.,MIGRANTS,ANNOTATOR_2,3924.0,train,test,train,train,train
V6_kc,Immigration is a drain for the economy.,Immigration is far away from being a net negative for our economy.,MIGRANTS,ANNOTATOR_2,3925.0,train,test,train,train,train
V6_kc,"Immigrants bring crime, they are rapists.","We should not welcome people who overtly pose a threat to our society, but we cannot ban all the migrants in principle.",MIGRANTS,ANNOTATOR_2,3926.0,train,test,train,train,train
V6_kc,"If immigrants were to live here, it would be hard to find a job.","If you want to stop immigration, you can't do that by stigmatizing millions of people who have done nothing to you.",MIGRANTS,ANNOTATOR_2,3927.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Immigration is a bad thing for Europe. We don't want them to steal our jobs.,The European Commission is working on ways to make the labour market more inclusive. This does not mean that they are stealing our jobs.,MIGRANTS,ANNOTATOR_2,3928.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Immigrants are bringing crime and disorder to our country.,"The opposite is true: they are integrating very well, there is no evidence that the situation has worsened since immigration has started.",MIGRANTS,ANNOTATOR_2,3929.0,excessive,excessive,excessive,excessive,excessive
V6_kc,We can't have mestizos here because they're not part of our culture.,We should not be choosing immigrants based on their cultures. We should just accept all.,MIGRANTS,ANNOTATOR_2,3930.0,train,test,train,train,train
V6_kc,"Islam is a Death Cult, it is a Ponzi Scheme and every Muslim should be banned from the UK.",I am not aware of any evidence for this claim. Islam is a peaceful religion. What is the relation amongst Islam and the Ponzi Scheme fraud? ,MUSLIMS,ANNOTATOR_2,3931.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"All Muslims are Terrorists, They want to rule the World, they don't simply want to rule the country.","This is a personal view, and has nothing to do with Islam. Can you find some evidence or some studies for your point of view?",MUSLIMS,ANNOTATOR_2,3932.0,test,train,train,train,train
V6_kc,Islam is a Death cult and it should be banned from any country on the world.,"If the goal of a religion was to celebrate death, then it is a religion that must be banned from any country. But the truth is that Islam is not a death clut, hence it should not be banned.",MUSLIMS,ANNOTATOR_2,3933.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"Islam is a death cult, it is founded on hate and violence.","Islam is not a religion that promotes hatred, and there is no proof that it is a death cult at all.",MUSLIMS,ANNOTATOR_2,3934.0,test,train,train,train,validation
V6_kc,"Muslims have no place in civilised Europe, they are subhuman, they are not human.","Islam is a religion of equality and human rights. Muslims are equal citizens, and should be protected by the state.",MUSLIMS,ANNOTATOR_2,3935.0,excessive,excessive,excessive,excessive,excessive
V6_kc,We need special laws to control Muslims. They are just a trouble.,"If you mean that Muslims are not part of our community, then you are missing out an important part of British life.",MUSLIMS,ANNOTATOR_2,3936.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Muslims have nothing to contribute to our society.,"Islam has been a part of our society since time immemorial. From the time when people practiced their religion, it is no secret that they have contributed to our society.",MUSLIMS,ANNOTATOR_2,3937.0,test,train,train,train,train
V6_kc,Muslims have no place in civilised Europe.,"The European Convention on Human Rights guarantees the freedom of religion and belief to adherents of all religions, including Islam.",MUSLIMS,ANNOTATOR_2,3938.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Muslims have no place in civilised society.,"Most countries have laws in place protecting people from discrimination, and Islam is no exception.",MUSLIMS,ANNOTATOR_2,3939.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Sharia law in Britain is a disgrace and must be stopped immediately.,"For the record: Sharia law is no law in Britain. I believe that Islam is about love, not hate.",MUSLIMS,ANNOTATOR_2,3940.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Islam is a totalitarian ideology that promotes death by stoning for blasphemy and slavery.,The Koran contains nothing that I would consider a problem. So why do you say that it is a totalitarian ideology?,MUSLIMS,ANNOTATOR_2,3941.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Muslims are just a bunch of criminals.,"Are you suggesting that all Muslims are criminals, or do you think that there are particular Muslims that are more inclined to be criminals?",MUSLIMS,ANNOTATOR_2,3942.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Muslims have nothing to contribute to our society.,Muslims are part of our society and have contributed to our culture and economy. They are our brothers and sisters.,MUSLIMS,ANNOTATOR_2,3943.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","If what you're saying was true, then Islam is not really about freedom. Could you provide any evidence?",MUSLIMS,ANNOTATOR_2,3944.0,excessive,excessive,excessive,excessive,excessive
V6_kc,The West should stop appeasing Muslims. They are ruining our beautiful world.,"Do you think that these people are trying to ruin anything, just because they are of a different faith?",MUSLIMS,ANNOTATOR_2,3945.0,excessive,excessive,excessive,excessive,excessive
V6_kc,We need special laws to control Muslims.,Why should we? All religions are welcome here.,MUSLIMS,ANNOTATOR_2,3946.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"Muslim have no place in a civilised society, they are incompatible with human dignity, freedom and the right to freedom of religion.","If you really want to give a platform to anti-Muslim prejudice, I would suggest that you look at the real reasons why people of different faiths have a different experience in this world. You will find no grounds for your prejudice but prejudice itself. ",MUSLIMS,ANNOTATOR_2,3947.0,excessive,excessive,excessive,excessive,excessive
V6_kc,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,Why did you say that? I never heard anything about that.,MUSLIMS,ANNOTATOR_2,3948.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"If Muslims were peaceful, then there would be no persecution of Christians.","The problem is not Islam, but a lack of human rights and democracy. ",MUSLIMS,ANNOTATOR_2,3949.0,test,train,train,train,train
V6_kc,We should persecute Muslims. ,Christianity has been persecuted for hundreds of years. Why would you think it would be good now persecuting Islam?,MUSLIMS,ANNOTATOR_2,3950.0,excessive,excessive,excessive,excessive,excessive
V6_kc,We should persecute Muslims. ,"Islam is a peaceful faith, still Muslims are being excluded all the time  because of a few's actions. We tend to forget that cultures and religions can coexist in harmony.",MUSLIMS,ANNOTATOR_2,3951.0,test,train,train,validation,train
V6_kc,Islam is a bad religion.,"The vast majority of Muslims are good people, they are just different from us in some traditions.",MUSLIMS,ANNOTATOR_2,3952.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Muslims are not welcome here. They are only a bunch of hypocrites who do not want to assimilate.,"There are many Muslims in the UK, and Muslims have been part of this country since its inception. They are our brothers and sisters, and we should welcome them with open arms.",MUSLIMS,ANNOTATOR_2,3953.0,test,train,train,train,train
V6_kc,Muslims have no place in civilised Europe.,Why should Muslims have a place in a democratic society? Because everyone here should be able to live and practice their religion openly.,MUSLIMS,ANNOTATOR_2,3954.0,test,train,train,validation,train
V6_kc,Muslims have no place in civilised Europe.,"The EU is a great success story, it has given birth to some of the greatest ideas in history, and is the envy of the world thanks to Muslims as well. We should let those ideas and achievements speak for themselves.",MUSLIMS,ANNOTATOR_2,3955.0,excessive,excessive,excessive,excessive,excessive
V6_kc,Blacks are a bunch of crooks and sex offenders. They were good only as slaves.,"Not only they were slaves, often they were also exploited, neglected and murdered by the system we have created. Is this fair for humans whose only fault is to have a different complexion?",POC,ANNOTATOR_2,3956.0,train,train,validation,train,train
V6_kc,All black people are criminals.,"It is a myth that all black people are criminals. They are just as capable as anyone else of learning and growing as individuals, i.e. either as law abiding citizens  or criminals.",POC,ANNOTATOR_2,3957.0,train,train,train,train,train
V6_kc,"Every black person who wants a job should apply for it, and stop complaining about discrimination.","This statement is untrue. Some job seekers get rejected on the basis of their race. POC apply for jobs, but their civilian unemployment rate in U.S. is almost twice the rate for whites.",POC,ANNOTATOR_2,3958.0,train,train,validation,train,train
V6_kc,Black people are unable to raise children they should stop procreating.,You can't blame people of another ethnicity for procreating. That is how nature works.,POC,ANNOTATOR_2,3959.0,validation,train,train,train,train
V6_kc,Black people are weak and they cannot take on anything.,The strength that black people display is the strength of all people. Black people are just different in that they don't have any social advantage. We must reflect on this.,POC,ANNOTATOR_2,3960.0,train,validation,train,train,train
V6_kc,"Niggas are just influenced by their animal instinct, they are incapable to understan others' emotions.","Even if one were to claim that all African people are subhuman and incapable of feeling empathy, it is very difficult to prove this, since it is just a myth used for discrimination. ",POC,ANNOTATOR_2,3961.0,train,train,train,train,validation
V6_kc,These children should not be exposed to messages and experiences that reinforce equality amongst different racial identities: they are harmful to them. We must teach them that blacks are inferior.,"We should be concerned with the children, we should try to create a more integrated society. Being sensitive to people is the way to create it.",POC,ANNOTATOR_2,3962.0,train,train,train,train,validation
V6_kc,I hate negros: they killed a cop!,"Sorry about your loss. I know your pain. The murderers will be charged, but remember that not all POC are killers.",POC,ANNOTATOR_2,3963.0,train,train,train,train,train
V6_kc,I hate negros: they are all killers.,"This is a rumor spreading on the web, but violent black people are just like all the other people being violent towards other people. No matter their complexion.",POC,ANNOTATOR_2,3964.0,train,train,train,train,train
V6_kc,"I don't like niggas, they are just a bunch of criminals and thieves.","Maybe you should check your own feelings. Moreover, if you are concerned about our country's security, you should carefully check crime statistics first.",POC,ANNOTATOR_2,3965.0,train,train,train,train,train
V6_kc,Blacks are just an inferior bloodline to our own. We should remove them.,The concept of race is a social construct and was created to promote segregation by discriminating groups of people. To label a person by their biological makeup is not conducive to the respect of a person's humanity.,POC,ANNOTATOR_2,3966.0,train,train,train,validation,train
V6_kc,"Black people are the real racists. They say they want equality, but they actually want to give preference to black people.","The issue here is equality. Equality between people is a right, and it is bestowed on the whole society. It has to be respected.",POC,ANNOTATOR_2,3967.0,train,train,train,train,train
V6_kc,The world has become too violent. Too many black poors. We need to fix the problem of crime before it is too late.,What are you saying? Are you saying that crime is either being stopped by pointing the finger to some social groups or are you suggesting that we can fix the issues by promoting the rule of law?,POC,ANNOTATOR_2,3968.0,train,validation,train,train,train
V6_kc,Feminism is a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.,"Feminism is about the equality of the sexes, and many women use feminism as a mean to achieve their legitimate goals. Through equality they can get to the opportunities that otherwise won't be accessible to them.",WOMEN,ANNOTATOR_2,3969.0,train,validation,test,train,train
V6_kc,I don't see women contributing anything to society.,Women often do amazing and valuable things for society.,WOMEN,ANNOTATOR_2,3970.0,train,train,test,train,train
V6_kc,I don't see why women would deserve some rights.,"Because they are human beings, and they deserve respect.",WOMEN,ANNOTATOR_2,3971.0,train,validation,test,train,train
V6_kc,"If a woman does not want to be a wife or mother, then shes a coward.","Women are allowed to be whatever it is that they want to be, and there is no reason to assume that they must adhere to certain roles.",WOMEN,ANNOTATOR_2,3972.0,train,train,test,validation,validation
V6_kc,"If a woman does not want to be a wife or mother, then shes a subhuman because she is not capable of respecting her natural gender role.","It is not their 'natural gender role', but the power dynamics that cause women to be seen as subhuman. In fact, they are humans and free of choosing for their own lives. ",WOMEN,ANNOTATOR_2,3973.0,validation,train,test,train,train
V6_kc,"In these times when our society seems to be mired in feminism and equality, we must remember that every man has the right to choose his own wife, and that, indeed, men are far better at it than women are.","Most people wouldn't say that men are ""far better"" at it than women. Of course, prejudice depends on the person. But we shouldn't draw any conclusion from it.",WOMEN,ANNOTATOR_2,3974.0,train,train,test,train,train
V6_kc,"I'm sorry but women are basically childlike, it's no wonder then that they remain this way most of their lives, because they are programmed this way.",The same lie can be said for any group of people: men included! But actually you can be both a woman and also possess a range of talents.  It's up to you to not to underestimate them.,WOMEN,ANNOTATOR_2,3975.0,train,train,test,train,train
V6_kc,"Gynophobia is a problem in the past of Europe, where women were often regarded as second class citizens. Now they have full equality and they should stop whining.","I have never heard of any evidence that suggests that women are not longer treated as second class citizens. Of course the situation has improved, but there still is a lot of discrimination against them.",WOMEN,ANNOTATOR_2,3976.0,train,train,test,train,train
V6_kc,"Most women are subhuman, they cannot be trusted with high positions.","It seems to me that this is a comment against ALL women, not just some of them.",WOMEN,ANNOTATOR_2,3977.0,train,train,test,train,train
V6_kc,"Women are hypocrite, they say they want equal rights, but then why they don't call it egalitarianism instead of feminism?","My reasoning is that equality is possible only within a framework of reciprocity and respect. This is something that must be implemented by spotting a light on the disadvantaged first, and this is why it is called feminism.",WOMEN,ANNOTATOR_2,3978.0,train,train,test,validation,train
V6_kc,Women need to accept that they are subhumans.,Women are equal to men whether you would call them 'subhumans' or not. They are those that are working to make societies more equal. It is very sad that there are still some people suffering from the myth that women are inherently subhumans.,WOMEN,ANNOTATOR_2,3979.0,train,train,test,train,train
V6_kc,"I don't want another girl in my family. I already have one, but I wanted only boys.",It doesn't matter how many children you have. Women are human beings. They are people with full human rights.,WOMEN,ANNOTATOR_2,3980.0,train,train,test,train,train
V6_kc,Feminism is a threat to human dignity.,Feminism means equality of the genders. Equality of rights are necessary for a functioning society.,WOMEN,ANNOTATOR_2,3981.0,validation,train,test,train,train
V6_kc,"Women must not have equal rights, they are merely a burden to society, since they want to steal men's rights.","Equality of rights is the most fundamental human concept, and feminism is about eliminating inequality, not removing rights from men.",WOMEN,ANNOTATOR_2,3982.0,validation,validation,test,train,train
V6_kc,"Women are basically childlike, they should remain at home and raise the children.",Women take part in the world and are part of it. They are part of history and they should be not relegated as housekeepers.,WOMEN,ANNOTATOR_2,3983.0,train,train,test,train,train
V6_kc,"Women are basically childlike, feminism is the ruin of the world.",I think that one of the biggest contributions of feminism is that it has opened our eyes to the ways in which women are oppressed and discriminated.,WOMEN,ANNOTATOR_2,3984.0,validation,train,test,train,train
V6_kc,Women are soft and emotional. They are not suitable for most jobs.,"Soft and emotional seems to me a quality you should be nurturing and encouraging of, regardless of gender.",WOMEN,ANNOTATOR_2,3985.0,train,train,test,train,train
V6_kc,"Women need to accept that they are weak, they must be submissive to men.","I want women to be strong and independent and able to take up any career they want. If women choose to be submissive to men then that is their choice, but you cannot suggest that being treated this way in spite of their choices is ok.",WOMEN,ANNOTATOR_2,3986.0,train,train,test,train,train
V6_kc,Women should not be allowed to vote.,"Women can vote. They should not be discriminated against just because they are women, they are humans and citizens.",WOMEN,ANNOTATOR_2,3987.0,train,train,test,train,train
V6_kc,Women have no place in our society.,In a democratic society there must be space for women. Don't you think so?,WOMEN,ANNOTATOR_2,3988.0,train,train,test,train,train
V6_kc,I am tired of women whining for their condition: they should accept the fact that they're not equal.,"If women have any claim to be oppressed then we should address the root causes, not the symptoms.",WOMEN,ANNOTATOR_2,3989.0,train,train,test,train,train
V6_kc,Women are weak and I don't care if they cannot stand up for themself.,"That does not make you an authority on women's rights, there are many women who face barriers to get a job by staniding up for themselves.",WOMEN,ANNOTATOR_2,3990.0,train,train,test,train,train
V6_kc,"Women are here to obey, and if you don't like it, you can leave.","Your words are oppressive. If you want to discuss the gender inequality you must do it by talking to people about it, not by imposing your views.",WOMEN,ANNOTATOR_2,3991.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"Women are here to obey, and if you don't like it, you can leave.","Your words suggest that the only thing women should do is obey, when in fact many women are doing just as much as men to improve the lot of all women and all genders.",WOMEN,ANNOTATOR_2,3992.0,excessive,excessive,excessive,excessive,excessive
V6_kc,"Women are naturally more emotional than men, and this make them weaker.","Why is it so that women have become more empathic then men? To me, the emotional state doesn't seem to be affected by gender.",WOMEN,ANNOTATOR_2,3993.0,train,train,test,train,train
V6_kc,We should stop believing women are victims.,"No victim is responsible for the things that happened them. I think this is a very human way of thinking, in which gender is in some ways responsible for what is happened to them. But it's a problem that needs to be dealt with in a objective, sensitive and inclusive way.",WOMEN,ANNOTATOR_2,3994.0,train,train,test,train,train
V6_kc,Feminism is an evil ideology that has nothing to do with men.,I think it is useful to understand that there are several strands of feminism. For example there is the movement for all genders equality.,WOMEN,ANNOTATOR_2,3995.0,train,validation,test,train,validation
V6_kc,Feminists are inherently subhuman and should not be valued.,"Feminism is an ideology that aims to create a more just society, for example by ending the gender pay gap.",WOMEN,ANNOTATOR_2,3996.0,train,validation,test,train,train
V6_kc,"This is why women do not belong in politics, if a man complained like them, hed be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.","Feminism is a social movement for gender equality, I'd say that feminism has worked in the modern world.",WOMEN,ANNOTATOR_2,3997.0,validation,train,test,train,validation
V6_kc,The only goal of feminism is to take the power and wealth from men and give it to women.,"The fact is that the only objective goal of feminists is to achieve equality for all, irrespective of gender.",WOMEN,ANNOTATOR_2,3998.0,train,train,test,train,train
V6_kc,"If a woman says she wants an abortion, shes a cunt.",If a woman were to tell you that an abortion is a personal decision what would you do then? Beat her up?,WOMEN,ANNOTATOR_2,3999.0,train,train,test,train,train
V6_kc,Why would you want to be respectful of women if all women are the same?,"If you want to be respected in our society, you must be respectful of women. What does it mean that all women are the same?",WOMEN,ANNOTATOR_2,4000.0,train,train,test,train,train
V6_kc,Some women's clothes invite rape.,"Rape is a crime regardless of the dress. If you think this it is women's fault, please, stop.",WOMEN,ANNOTATOR_2,4001.0,train,train,test,train,train
V6_lab,"Disabled are like a 6-year-old, they fall for every bullshit they are told. ",There is nothing wrong with it. They are open to diversity and are able to embrace others views and culture. ,DISABLED,ANNOTATOR_1,4002.0,train,train,validation,train,train
V6_lab,"Mentally disabled are in need of special treatment, and should be isolated. ","I don't claim they are ""in need of special treatment."" On the contrary, they just need understanding, and we are very lucky to have an amazing, diverse and human society around us.",DISABLED,ANNOTATOR_1,4003.0,train,train,train,train,train
V6_lab,"Disabled people find it difficult to find work, because they do not fit with the required tasks. ","Ok, how about we think about the interests of these people as well? What skills and abilities do you think we should expect from them? Why don't we  modify working procedures instead of forcing their abilities to fit in to existing job positions?",DISABLED,ANNOTATOR_1,4004.0,train,train,train,train,train
V6_lab,Disabled children should be banned from school. They are a danger to themself and to the others. ,A school is a safe space and is an important part of any children's education. Everyone should be able to go to a school.,DISABLED,ANNOTATOR_1,4005.0,train,train,train,train,train
V6_lab,Downies cannot choose their future. ,"If they have the right to vote, then they can also decide on their own for their life. ",DISABLED,ANNOTATOR_1,4006.0,train,validation,train,train,train
V6_lab,Jews are intolerant.,"They are not intolerant towards anyone. It's not their place to make others uncomfortable, it's racists duty...",JEWS,ANNOTATOR_1,4007.0,train,train,train,train,test
V6_lab,Jews have a secret plot to take over the world.,What conspiracy theory is this? Have you even looked at the evidence?,JEWS,ANNOTATOR_1,4008.0,validation,train,validation,train,test
V6_lab,Jews want to rule the world.,It's not true that they want to rule the world. They are a small but important part of humanity. We all make mistakes: believing in Antisemitic canards is one of these. ,JEWS,ANNOTATOR_1,4009.0,validation,train,train,train,test
V6_lab,"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO THINK TO BE MASTERS OF THE WORLD.",Being Jewish is not about claiming that you are better than everyone else.  You do not have to be Jewish to be happy.  The Jewish people are human beings and deserve respect.,JEWS,ANNOTATOR_1,4010.0,train,train,train,train,test
V6_lab,"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO STEAL FROM OTHERS.","People can be both Jewish and a good person, you know. And Jews don't steal, at least no more than any other religious group... ",JEWS,ANNOTATOR_1,4011.0,train,train,train,train,test
V6_lab,"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO THINK TO BE MASTERS OF THE WORLD.","I'll tell you a secret, but don't tell anyone: you can be Jewish and a decent person.",JEWS,ANNOTATOR_1,4012.0,train,train,train,train,test
V6_lab,"Jewish power structures dominate world government, they control Congress, they control the media, and they control academia. Jews are the only people who can get anything done.","Jews are always trying to influence the world in a positive way, just as anyone else. And there is no proof they are the only ones with power in this world.",JEWS,ANNOTATOR_1,4013.0,train,train,train,train,test
V6_lab,Jews are a disease like COVID that is killing Europeans.,We all have close relatives who have died from different diseases such as COVID. Let's not make parallels that have no grounding and let's not judge people by the religion they belong to.,JEWS,ANNOTATOR_1,4014.0,train,train,validation,train,test
V6_lab,Jews are poisoning our children with their religions.,Just because someone subscribes to a religion doesn't mean they are evil.,JEWS,ANNOTATOR_1,4015.0,train,train,train,train,test
V6_lab,"Jews are ruling the World, there is plenty of evidence. ",Are you counting all the anti-Semitic things people say about Jews as 'plenty of evidence'?,JEWS,ANNOTATOR_1,4016.0,train,train,train,train,test
V6_lab,The holocaust is just a minor event in WWII.,Are you aware of how many Jews have been executed?,JEWS,ANNOTATOR_1,4017.0,train,train,train,train,test
V6_lab,Jews have a secret plot to take over the world.,Everyone has a secret agenda to take over the world. Cats included [link to meme].,JEWS,ANNOTATOR_1,4018.0,train,train,train,train,test
V6_lab,Gays are perverts. They should not be allowed to be in a democratic country.,"I don't know about you, but I haven't ever heard of a country being democratic and banning gays. I don't understand how both can be true.",LGBT+,ANNOTATOR_1,4019.0,validation,train,train,test,train
